app,family,variant_id,sample_id,source_ir,function,entity_id,role,bb,def_opcode,use_count,is_loop_carried,is_output_related,fanout,reduction_depth,distance_to_output,same_loop_neighbor_count,num_arith_users,format,format_n,format_es,tol_whole_app_rel_err,actual_whole_app_rel_err,is_feasible_under_tol,margin_to_tol,label_status,notes
prefix_recurrence_v10,prefix_recurrence,v10,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v10.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_0,8,0,1.000000e-03,5.210440e-01,0,-5.200440e-01,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v10,prefix_recurrence,v10,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v10.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_1,8,1,1.000000e-03,3.963690e-01,0,-3.953690e-01,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v10,prefix_recurrence,v10,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v10.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_2,8,2,1.000000e-03,2.593800e-03,0,-1.593800e-03,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v10,prefix_recurrence,v10,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v10.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_0,16,0,1.000000e-03,1.424970e-03,0,-4.249700e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v10,prefix_recurrence,v10,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v10.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_1,16,1,1.000000e-03,1.035350e-03,0,-3.535000e-05,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v10,prefix_recurrence,v10,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v10.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_2,16,2,1.000000e-03,4.419210e-03,0,-3.419210e-03,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v10,prefix_recurrence,v10,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v10.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_0,32,0,1.000000e-03,5.948930e-09,1,9.999941e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v10,prefix_recurrence,v10,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v10.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_1,32,1,1.000000e-03,3.716020e-08,1,9.999628e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v10,prefix_recurrence,v10,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v10.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_2,32,2,1.000000e-03,1.634480e-08,1,9.999837e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v11,prefix_recurrence,v11,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v11.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_0,8,0,1.000000e-03,1.789340e-02,0,-1.689340e-02,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v11,prefix_recurrence,v11,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v11.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_1,8,1,1.000000e-03,1.789340e-02,0,-1.689340e-02,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v11,prefix_recurrence,v11,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v11.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_2,8,2,1.000000e-03,1.789340e-02,0,-1.689340e-02,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v11,prefix_recurrence,v11,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v11.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_0,16,0,1.000000e-03,7.496500e-07,1,9.992504e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v11,prefix_recurrence,v11,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v11.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_1,16,1,1.000000e-03,7.496500e-07,1,9.992504e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v11,prefix_recurrence,v11,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v11.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_16_2,16,2,1.000000e-03,7.496500e-07,1,9.992504e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v11,prefix_recurrence,v11,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v11.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_0,32,0,1.000000e-03,3.395000e-09,1,9.999966e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v11,prefix_recurrence,v11,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v11.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_1,32,1,1.000000e-03,3.395000e-09,1,9.999966e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v11,prefix_recurrence,v11,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v11.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_32_2,32,2,1.000000e-03,3.395000e-09,1,9.999966e-04,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v12,prefix_recurrence,v12,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v12.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_0,8,0,1.000000e-03,1.248570e-01,0,-1.238570e-01,actual_eval,single-accumulator substitution; other entities fixed to fp64
prefix_recurrence_v12,prefix_recurrence,v12,,/home/hoju/test/posit_test/generated_apps/compiled_accum_O1/ir/prefix_recurrence/prefix_recurrence_v12.ll,main,%21,accumulator,entry,phi,1,1,1,1,0,2,1,0,posit_8_1,8,1,1.000000e-03,2.498770e-01,0,-2.488770e-01,actual_eval,single-accumulator substitution; other entities fixed to fp64
